variant_id,model_id,canonical_name,section,product_type,brand,model,variant_name,ram_gb,storage_gb,color,manufacturer_sku,gtin,manufacturer_url,source_status,created_at,updated_at
VAR-F9B19C89F2CEEB,MOD-B68BBE82D6D49F,HP AI 15-fd2036ne 8GB RAM / 512GB Storage / Natural Silver,الكمبيوتر والشبكات,لابتوبات,HP,AI 15-fd2036ne,8GB RAM | 512GB Storage | Natural Silver,8,512,Natural Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-BA79B3F3665DEA,MOD-B38AE51526B843,HP HP 14-em0026ne 16GB RAM / 512GB SSD / Natural Silver / C53HDEA | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,HP,HP 14-em0026ne,16GB RAM / 512GB SSD / Natural Silver / C53HDEA,16,512,Natural Silver,C53HDEA,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-DB382F2C2AFA95,MOD-8097AE2826F9C6,HP OMEN 16-am0055ne Gaming 1TB Storage / Shadow Black,الكمبيوتر والشبكات,لابتوبات,HP,OMEN 16-am0055ne Gaming,1TB Storage | Shadow Black,,1024,Shadow Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-2E758474356BE4,MOD-94FD026312B1DF,HP OMEN MAX 16-ak0007ne C65XYEA Gaming 16GB RAM / 512GB Storage / Shadow Black,الكمبيوتر والشبكات,لابتوبات,HP,OMEN MAX 16-ak0007ne C65XYEA Gaming,16GB RAM | 512GB Storage | Shadow Black,16,512,Shadow Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-42C41B492EA3F8,MOD-FAEB6D52D28CFA,HP OmniBook 3 15-fn0001ne C65XSEA 16GB RAM / 512GB Storage / Glacier Silver,الكمبيوتر والشبكات,لابتوبات,HP,OmniBook 3 15-fn0001ne C65XSEA,16GB RAM | 512GB Storage | Glacier Silver,16,512,Glacier Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6BD600519CBF2D,MOD-B0606BCEF7D005,HP OmniBook 3 15-fn0002ne C65XTEA 1TB Storage / Glacier Silver,الكمبيوتر والشبكات,لابتوبات,HP,OmniBook 3 15-fn0002ne C65XTEA,1TB Storage | Glacier Silver,,1024,Glacier Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-2DDDCF445F3F94,MOD-53462173150287,HP OmniBook 5 Flip 14-fp0027ne C53GX 16GB RAM / 512GB Storage / 3G / Glacier Silver,الكمبيوتر والشبكات,لابتوبات,HP,OmniBook 5 Flip 14-fp0027ne C53GX,16GB RAM | 512GB Storage | 3G | Glacier Silver,16,512,Glacier Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4A3117EB859BFF,MOD-A6C8A8B10EA870,HP OmniBook 5 Flip 14-fp0050ne 2 in 1 8GB RAM / 512GB Storage / Glacier Silver,الكمبيوتر والشبكات,لابتوبات,HP,OmniBook 5 Flip 14-fp0050ne 2 in 1,8GB RAM | 512GB Storage | Glacier Silver,8,512,Glacier Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4ED300BEB72B05,MOD-066A4D00F7CCE4,HP ProBook 4 G1i Notebook AI PC 16GB RAM / 512GB Storage / Pike Silver Aluminum,الكمبيوتر والشبكات,لابتوبات,HP,ProBook 4 G1i Notebook AI PC,16GB RAM | 512GB Storage | Pike Silver Aluminum,16,512,Pike Silver Aluminum,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-9216F0BBE332A5,MOD-D0F809B0DBD19A,HP ProBook 460 G11 16GB RAM / 512GB SSD | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,HP,ProBook 460 G11,16GB RAM / 512GB SSD,16,512,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-55D46094DD503B,MOD-092236B5802476,HP Victus 15-FA0033DX 8GB RAM / 512GB Storage / Blue,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-FA0033DX,8GB RAM | 512GB Storage | Blue,8,512,Blue,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CE9E60EC20AD34,MOD-CA04C6A56B9E1E,HP Victus 15-fa1020nia Gaming 8GB RAM / 512GB Storage / Performance Blue,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fa1020nia Gaming,8GB RAM | 512GB Storage | Performance Blue,8,512,Performance Blue,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3579D57643AB72,MOD-01ADC243CAF45D,HP Victus 15-fa1109ne 16GB RAM / 512GB SSD / Performance Blue / 9S7R2EA | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fa1109ne,16GB RAM / 512GB SSD / Performance Blue / 9S7R2EA,16,512,Performance Blue,9S7R2EA,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-70809523EAA20A,MOD-89F105D5FE823A,HP Victus 15-fa2033ne Gaming 1TB Storage / Mica Silver,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fa2033ne Gaming,1TB Storage | Mica Silver,,1024,Mica Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-AE09356A37488F,MOD-EBF096C6902E71,HP Victus 15-fa2036ne C53H0EA 1TB Storage / Mica Silver,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fa2036ne C53H0EA,1TB Storage | Mica Silver,,1024,Mica Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-5F583D47A8C9F4,MOD-B854A3552044A0,HP Victus 15-fa2092ne Gaming 16GB RAM / 512GB Storage / Mica Silver,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fa2092ne Gaming,16GB RAM | 512GB Storage | Mica Silver,16,512,Mica Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-B0F7391AF2ACE4,MOD-9E919140D8999F,HP Victus 15-fb3014ne C53H1EA 16GB RAM / 512GB Storage / Mica Silver,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fb3014ne C53H1EA,16GB RAM | 512GB Storage | Mica Silver,16,512,Mica Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-9C1E7687872B57,MOD-38BEC12BE87310,HP Victus 15-fb3015ne C53H2EA 16GB RAM / 512GB Storage / Mica Silver,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fb3015ne C53H2EA,16GB RAM | 512GB Storage | Mica Silver,16,512,Mica Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-A2075EB09A005B,MOD-F9B91C42B0AA4B,HP Victus 15-fb3025ne Gaming 16GB RAM / 512GB Storage / Mica Silver,الكمبيوتر والشبكات,لابتوبات,HP,Victus 15-fb3025ne Gaming,16GB RAM | 512GB Storage | Mica Silver,16,512,Mica Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-C381056A8BB7DF,MOD-3BB83F25BB24CB,Lenovo IdeaPad 5 14IRH9 16GB RAM / 512GB SSD / Luna Grey / 83KX0044ED | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad 5 14IRH9,16GB RAM / 512GB SSD / Luna Grey / 83KX0044ED,16,512,Luna Grey,83KX0044ED,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-79B1F17A2A8109,MOD-D432E31C05B987,Lenovo IdeaPad Slim 3 15AMN8 16GB RAM / 512GB Storage / Arctic Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15AMN8,16GB RAM | 512GB Storage | Arctic Grey,16,512,Arctic Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3463AE41C852B1,MOD-D432E31C05B987,Lenovo IdeaPad Slim 3 15AMN8 8GB RAM / 512GB Storage / Arctic Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15AMN8,8GB RAM | 512GB Storage | Arctic Grey,8,512,Arctic Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-1D5E48CF1D3C43,MOD-1ECD97BE7C17EF,Lenovo IdeaPad Slim 3 15ARP10 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15ARP10,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-9D5D2C8F9642B9,MOD-7CBFD2AF78057C,Lenovo IdeaPad Slim 3 15IAH8 16GB RAM / 512GB SSD / Arctic Grey / 83ER00BEED | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15IAH8,16GB RAM / 512GB SSD / Arctic Grey / 83ER00BEED,16,512,Arctic Grey,83ER00BEED,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-DC24219174A0F6,MOD-81E6ECD6CB8CF8,Lenovo IdeaPad Slim 3 15IRH10 16GB RAM / 512GB SSD / Cosmic Blue / 83K100QRED | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15IRH10,16GB RAM / 512GB SSD / Cosmic Blue / 83K100QRED,16,512,Cosmic Blue,83K100QRED,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-05C72619DC7E73,MOD-81C3E25175D368,Lenovo IdeaPad Slim 3 15IRH10 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15IRH10,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-A19415751D9A6D,MOD-BAF6A19ABF032E,Lenovo IdeaPad Slim 3 15IRH10 - 83K100FMED 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15IRH10 - 83K100FMED,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4192ADA7A72CFB,MOD-61727A7C30C8FF,Lenovo IdeaPad Slim 3 15IRH8 83EM007VED 16GB RAM / 512GB Storage / Arctic Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,IdeaPad Slim 3 15IRH8 83EM007VED,16GB RAM | 512GB Storage | Arctic Grey,16,512,Arctic Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-83BB0CC50DDE36,MOD-6C813814122C43,Lenovo LOQ 15AHP10 83JG0095ED 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15AHP10 83JG0095ED,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6B654A9743CC07,MOD-944E48857ED803,Lenovo LOQ 15ARP9 83JC00H2ED 12GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15ARP9 83JC00H2ED,12GB RAM | 512GB Storage | Luna Grey,12,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F00CD6D52ABA2F,MOD-3C394E89CE23BE,Lenovo LOQ 15ARP9 Gaming 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15ARP9 Gaming,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-74989F051F84B2,MOD-7B7F9F24EA7991,Lenovo LOQ 15IAX9 83GS00SKED Gaming 12GB RAM / 512GB Storage / 3G / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IAX9 83GS00SKED Gaming,12GB RAM | 512GB Storage | 3G | Luna Grey,12,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-B17EBB376E0573,MOD-83208FBA76FD47,Lenovo LOQ 15IAX9 83GS00TYED 16GB RAM / 512GB Storage / 3G / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IAX9 83GS00TYED,16GB RAM | 512GB Storage | 3G | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-439F11B885ACDA,MOD-666CE5D78C899B,Lenovo LOQ 15IAX9E 16GB RAM / 512GB SSD / Luna Grey / 83LK0060ED | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IAX9E,16GB RAM / 512GB SSD / Luna Grey / 83LK0060ED,16,512,Luna Grey,83LK0060ED,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-72914324AF1F48,MOD-9B650FBD42ECD1,Lenovo LOQ 15IAX9E - 83LK0071ED 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IAX9E - 83LK0071ED,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-189D2829E00E9D,MOD-858B1036ED3DCD,Lenovo LOQ 15IRX10 83JE00DAED 24GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IRX10 83JE00DAED,24GB RAM | 512GB Storage | Luna Grey,24,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-FEA0D59471A372,MOD-2BAE4290F0E570,Lenovo LOQ 15IRX9 83DV00AVED 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IRX9 83DV00AVED,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-2F532F1235CBAD,MOD-B0BC6446CE053D,Lenovo LOQ 15IRX9 83DV012AED 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IRX9 83DV012AED,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4815EFB8643B88,MOD-197798C0B9F11B,Lenovo LOQ 15IRX9 Gaming 16GB RAM / 512GB Storage / Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ 15IRX9 Gaming,16GB RAM | 512GB Storage | Grey,16,512,Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-2D4B2FFF89D069,MOD-42A9752718F8BE,Lenovo LOQ Essential 15IRX11-83SC001NED 16GB RAM / 512GB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,LOQ Essential 15IRX11-83SC001NED,16GB RAM | 512GB Storage | Luna Grey,16,512,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-08EA22077372E7,MOD-F03020D0D49A44,Lenovo ThinkPad E16 Gen 2 16GB RAM / 512GB SSD / Black | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,Lenovo,ThinkPad E16 Gen 2,16GB RAM / 512GB SSD / Black,16,512,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-BD2A82BB5A92B7,MOD-E446EE1480BEEA,Lenovo ThinkPad T480 1TB Storage / Black,الكمبيوتر والشبكات,لابتوبات,Lenovo,ThinkPad T480,1TB Storage | Black,,1024,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-94AB77395BCC84,MOD-5C36EAEDF8AC88,Lenovo Yoga 7 14IPH11 2 in 1 1TB Storage / Luna Grey,الكمبيوتر والشبكات,لابتوبات,Lenovo,Yoga 7 14IPH11 2 in 1,1TB Storage | Luna Grey,,1024,Luna Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-30844FDA1729F7,MOD-0C67AD77E6EFEB,MSI Crosshair 16 HX AI D2XWGKG Gaming 1TB Storage / Black,الكمبيوتر والشبكات,لابتوبات,MSI,Crosshair 16 HX AI D2XWGKG Gaming,1TB Storage | Black,,1024,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-486C67EADCECEC,MOD-430A38A0387098,MSI Cyborg 15 A13UDX 16GB RAM / 512GB Storage / Black,الكمبيوتر والشبكات,لابتوبات,MSI,Cyborg 15 A13UDX,16GB RAM | 512GB Storage | Black,16,512,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-8ACEE667B7D33E,MOD-CBC35E622EE3BA,MSI Cyborg 15 A13VF 16GB RAM / 512GB Storage / Translucent Black,الكمبيوتر والشبكات,لابتوبات,MSI,Cyborg 15 A13VF,16GB RAM | 512GB Storage | Translucent Black,16,512,Translucent Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-960F55A9290F2A,MOD-C48186AE30AE02,MSI Katana 15 HX B14WFK 16GB RAM / 512GB SSD / Black / B14WFK | 512GB Storage,الكمبيوتر والشبكات,لابتوبات,MSI,Katana 15 HX B14WFK,16GB RAM / 512GB SSD / Black / B14WFK,16,512,Black,B14WFK,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-617E45CDA8A2C8,MOD-F52C4F91027B5C,MSI Katana 15 HX B14WFK Gaming 16GB RAM / 512GB Storage / Black,الكمبيوتر والشبكات,لابتوبات,MSI,Katana 15 HX B14WFK Gaming,16GB RAM | 512GB Storage | Black,16,512,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-12E63E5D517E62,MOD-ACD84DBC617929,MSI ​Katana 15 HX B14WGK​ Gaming 1TB Storage / Black,الكمبيوتر والشبكات,لابتوبات,MSI,​Katana 15 HX B14WGK​ Gaming,1TB Storage | Black,,1024,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-8EA7CE2AD7A6FE,MOD-DAB929B9BD9EDA,MSI Modern 14 C12MO 8GB RAM / 256GB Storage,الكمبيوتر والشبكات,لابتوبات,MSI,Modern 14 C12MO,8GB RAM | 256GB Storage,8,256,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3F75A3D9E8B069,MOD-DAB929B9BD9EDA,MSI Modern 14 C12MO 8GB RAM / 512GB Storage,الكمبيوتر والشبكات,لابتوبات,MSI,Modern 14 C12MO,8GB RAM | 512GB Storage,8,512,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-D8C2B217240673,MOD-8219A0D2B5AD94,MSI Modern 15 F13MG 8GB RAM / 512GB Storage / Urban Silver,الكمبيوتر والشبكات,لابتوبات,MSI,Modern 15 F13MG,8GB RAM | 512GB Storage | Urban Silver,8,512,Urban Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-62DEB93A6C609D,MOD-D6D390CB7A2BD3,MSI Modern 15 F1MG 9S7-15S112-1069 8GB RAM / 512GB Storage / Urban Silver,الكمبيوتر والشبكات,لابتوبات,MSI,Modern 15 F1MG 9S7-15S112-1069,8GB RAM | 512GB Storage | Urban Silver,8,512,Urban Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6CA231CEABE2E9,MOD-D547E0F6836017,MSI Summit 13 AI+ Evo A2VMTG 1TB Storage / Black,الكمبيوتر والشبكات,لابتوبات,MSI,Summit 13 AI+ Evo A2VMTG,1TB Storage | Black,,1024,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-385C5A7456CCEB,MOD-A43D6474BF97C8,MSI Summit 16 AI Evo A2HMTG - 9S7-159531-051 1TB Storage / Ink Black,الكمبيوتر والشبكات,لابتوبات,MSI,Summit 16 AI Evo A2HMTG - 9S7-159531-051,1TB Storage | Ink Black,,1024,Ink Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F4F36F36083CF7,MOD-653893FF66A8EC,MSI Thin 15 B13UC 16GB RAM / 512GB Storage / Grey,الكمبيوتر والشبكات,لابتوبات,MSI,Thin 15 B13UC,16GB RAM | 512GB Storage | Grey,16,512,Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-872946BBA4740B,MOD-590B6BCF89DAD5,MSI Thin 15 B13UCX 8GB RAM / 512GB Storage / Grey,الكمبيوتر والشبكات,لابتوبات,MSI,Thin 15 B13UCX,8GB RAM | 512GB Storage | Grey,8,512,Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-461E3B8AFA81C5,MOD-68ACCCE59A3AFF,MSI Thin 15B13UC 9S7-16R831-2615 16GB RAM / 512GB Storage / Cosmos Grey,الكمبيوتر والشبكات,لابتوبات,MSI,Thin 15B13UC 9S7-16R831-2615,16GB RAM | 512GB Storage | Cosmos Grey,16,512,Cosmos Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-EDBADEFF5EC100,MOD-B5E03E4C606CFC,MSI THIN 15B13VE-9S7-16R831-2614 9S7-16R831-2614 16GB RAM / 512GB Storage / Cosmos Grey,الكمبيوتر والشبكات,لابتوبات,MSI,THIN 15B13VE-9S7-16R831-2614 9S7-16R831-2614,16GB RAM | 512GB Storage | Cosmos Grey,16,512,Cosmos Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-BE747D20BBD927,MOD-A68BF8B8BADA65,MSI Titan 18 HX AI A2XWJG Gaming 4TB Storage / Core Black,الكمبيوتر والشبكات,لابتوبات,MSI,Titan 18 HX AI A2XWJG Gaming,4TB Storage | Core Black,,4096,Core Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-99A389E11039A3,MOD-191FD6B33A259F,MSI Titan 18 HX Dragon Edition Norse Myth A2XWJG Gaming 6TB Storage / Core Black,الكمبيوتر والشبكات,لابتوبات,MSI,Titan 18 HX Dragon Edition Norse Myth A2XWJG Gaming,6TB Storage | Core Black,,6144,Core Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6E4A529DA902B7,MOD-CEF658C561F014,MSI Vector 16 HX AI A2XWIG Gaming 1TB Storage / Cosmos Grey,الكمبيوتر والشبكات,لابتوبات,MSI,Vector 16 HX AI A2XWIG Gaming,1TB Storage | Cosmos Grey,,1024,Cosmos Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-BD590B2AD53A83,MOD-12379B1471F5C8,MSI Vector 17 HX AI A2XWJG Gaming 1TB Storage / Cosmos Gray,الكمبيوتر والشبكات,لابتوبات,MSI,Vector 17 HX AI A2XWJG Gaming,1TB Storage | Cosmos Gray,,1024,Cosmos Gray,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-E147E13ACF2E89,MOD-3C3EEE44CA598E,ASUS PRIME B850M-K PRIME B850M-K,الكمبيوتر والشبكات,لوحات أم,ASUS,PRIME B850M-K,PRIME B850M-K,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-248A89BE2649FC,MOD-3106FEE71C6A54,ASUS ROG STRIX B850-F GAMING WIFI7 NEO ROG STRIX B850-F GAMING WIFI7 NEO,الكمبيوتر والشبكات,لوحات أم,ASUS,ROG STRIX B850-F GAMING WIFI7 NEO,ROG STRIX B850-F GAMING WIFI7 NEO,,,,90MB1NX0-M0EAY0,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-AAEDA3DF0536CF,MOD-36C6D343481073,ASUS ROG STRIX B850-I GAMING WIFI ROG STRIX B850-I GAMING WIFI,الكمبيوتر والشبكات,لوحات أم,ASUS,ROG STRIX B850-I GAMING WIFI,ROG STRIX B850-I GAMING WIFI,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-E5D536180F89AC,MOD-839CE9423F6AE5,ASUS TUF GAMING B850-E WIFI TUF GAMING B850-E WIFI,الكمبيوتر والشبكات,لوحات أم,ASUS,TUF GAMING B850-E WIFI,TUF GAMING B850-E WIFI,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-8B96A80B6010EA,MOD-ED29D651AA6EE6,ASUS TUF GAMING B850-PLUS WIFI TUF GAMING B850-PLUS WIFI,الكمبيوتر والشبكات,لوحات أم,ASUS,TUF GAMING B850-PLUS WIFI,TUF GAMING B850-PLUS WIFI,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-019AD9C5568AF6,MOD-9435E157654AAE,MSI B850 GAMING PLUS WIFI B850 GAMING PLUS WIFI,الكمبيوتر والشبكات,لوحات أم,MSI,B850 GAMING PLUS WIFI,B850 GAMING PLUS WIFI,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F99135845CEF74,MOD-B384C90899D01F,MSI B850M GAMING PLUS WIFI6E B850M GAMING PLUS WIFI6E,الكمبيوتر والشبكات,لوحات أم,MSI,B850M GAMING PLUS WIFI6E,B850M GAMING PLUS WIFI6E,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-0F75FA5CE30063,MOD-851D01E3B60CD3,MSI MAG B850 TOMAHAWK MAX WIFI MAG B850 TOMAHAWK MAX WIFI,الكمبيوتر والشبكات,لوحات أم,MSI,MAG B850 TOMAHAWK MAX WIFI,MAG B850 TOMAHAWK MAX WIFI,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-5F15DEB1049975,MOD-4C7C01232BE227,MSI PRO B850M-A WIFI PRO B850M-A WIFI,الكمبيوتر والشبكات,لوحات أم,MSI,PRO B850M-A WIFI,PRO B850M-A WIFI,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-AAA964C98F9425,MOD-1A4636A80E0EBF,MSI PRO B850M-G PRO B850M-G,الكمبيوتر والشبكات,لوحات أم,MSI,PRO B850M-G,PRO B850M-G,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-78FE4B9A280540,MOD-DE6E74121913E6,TP-Link TL-WN722N TL-WN722N / 150Mbps Wireless N; high-gain USB,الكمبيوتر والشبكات,محولات شبكة USB,TP-Link,TL-WN722N,TL-WN722N / 150Mbps Wireless N; high-gain USB,,,,TL-WN722N,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-D451AA5E3989FF,MOD-AE704CCA4FCDE2,TP-Link TL-WN725N TL-WN725N / 150Mbps Wireless N; nano USB,الكمبيوتر والشبكات,محولات شبكة USB,TP-Link,TL-WN725N,TL-WN725N / 150Mbps Wireless N; nano USB,,,,TL-WN725N,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-791D52C3E32BD9,MOD-DF99C81B5231FA,TP-Link TL-WN823N TL-WN823N / 300Mbps Wireless N; USB,الكمبيوتر والشبكات,محولات شبكة USB,TP-Link,TL-WN823N,TL-WN823N / 300Mbps Wireless N; USB,,,,TL-WN823N,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-A15790842CAE42,MOD-4944C3180A7631,TP-Link Archer C60 Archer C60 / AC1350 dual-band Wi-Fi; access point/router modes,الكمبيوتر والشبكات,نقاط وصول لاسلكية,TP-Link,Archer C60,Archer C60 / AC1350 dual-band Wi-Fi; access point/router modes,,,,Archer C60,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
