variant_id,model_id,canonical_name,section,product_type,brand,model,variant_name,ram_gb,storage_gb,color,manufacturer_sku,gtin,manufacturer_url,source_status,created_at,updated_at
VAR-34F6349B1FCF02,MOD-9D6D545856A6E1,Braun SI 1050 2000W / White Blue,الأجهزة المنزلية,مكاوي ملابس,Braun,SI 1050,2000W | White Blue,,,White Blue,SI 1050,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-66B84D5C17B88F,MOD-29716DAD179D43,Braun Si1070 2000W / Black,الأجهزة المنزلية,مكاوي ملابس,Braun,Si1070,2000W | Black,,,Black,Si1070,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-214E70AF6ED96C,MOD-74A6B2077B67D6,Kenwood STP46000WP 2000W / Purple,الأجهزة المنزلية,مكاوي ملابس,Kenwood,STP46000WP,2000W | Purple,,,Purple,STP46000WP,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-37201787E44870,MOD-6FAC06640BAB6E,Mienta SI181640A 2400W / Black,الأجهزة المنزلية,مكاوي ملابس,Mienta,SI181640A,2400W | Black,,,Black,SI181640A,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-C02691C3928DE2,MOD-25A999848C0D6A,Panasonic NI-S530VTD 2400W / White Violet,الأجهزة المنزلية,مكاوي ملابس,Panasonic,NI-S530VTD,2400W | White Violet,,,White Violet,NI-S530VTD,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6726225E609E26,MOD-9E890F8242DCD0,Philips DST1020-30 1800W / White / Purple,الأجهزة المنزلية,مكاوي ملابس,Philips,DST1020-30,1800W | White / Purple,,,White / Purple,DST1020-30,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-5EBA1B5212D475,MOD-63DD1DB438FCFE,Taurus Itaca 2200 Steam Iron 2200W / Black White,الأجهزة المنزلية,مكاوي ملابس,Taurus,Itaca 2200 Steam Iron,2200W | Black White,,,Black White,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-76B67D80A6AEEC,MOD-B0FA75E46B1A34,Taurus Sliding Care Compact Electric Handheld Steam Iron 1600W / Blue,الأجهزة المنزلية,مكاوي ملابس,Taurus,Sliding Care Compact Electric Handheld Steam Iron,1600W | Blue,,,Blue,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CF608D463564F0,MOD-8FAA58244CA099,Tefal FV2831E2 2200 W | Blue,الأجهزة المنزلية,مكاوي ملابس,Tefal,FV2831E2,2200 W | Blue,,,Blue,FV2831E2,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F5E6853D8AA772,MOD-A531771F67A54B,Tefal FV2844E2 2400 W,الأجهزة المنزلية,مكاوي ملابس,Tefal,FV2844E2,2400 W,,,,FV2844E2,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-15F8FB3380CB00,MOD-26988CEC520C81,Tefal FV5751E0 2700 W | Blue,الأجهزة المنزلية,مكاوي ملابس,Tefal,FV5751E0,2700 W | Blue,,,Blue,FV5751E0,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-9DCA3C7E83BF7D,MOD-64E82333807739,Tefal FV5751E2 2700 W | Blue,الأجهزة المنزلية,مكاوي ملابس,Tefal,FV5751E2,2700 W | Blue,,,Blue,FV5751E2,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-AE05ED503CB730,MOD-5255DE74F63A69,Tefal FV6832E0 2800 W | Black,الأجهزة المنزلية,مكاوي ملابس,Tefal,FV6832E0,2800 W | Black,,,Black,FV6832E0,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F175C844AF024C,MOD-07B8954BD546AE,Tefal FV8082E0 3000 W,الأجهزة المنزلية,مكاوي ملابس,Tefal,FV8082E0,3000 W,,,,FV8082E0,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-A3AB155DF76B2E,MOD-E802872ABE86B1,Tefal IT3480 1.5L / 2000W / Black,الأجهزة المنزلية,مكاوي ملابس,Tefal,IT3480,1.5L | 2000W | Black,,,Black,IT3480,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-486D13FD8A3D00,MOD-C58ABDAAC8C1BB,Tefal QT2020E0 1.1L / 2170W / Black / Gold,الأجهزة المنزلية,مكاوي ملابس,Tefal,QT2020E0,1.1L | 2170W | Black / Gold,,,Black / Gold,QT2020E0,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-FCFD9B770B7CD7,MOD-AA6BA5FB0B56F9,Tornado TST-1800 1800W / Green,الأجهزة المنزلية,مكاوي ملابس,Tornado,TST-1800,1800W | Green,,,Green,TST-1800,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-8192C32452A824,MOD-F15F2A5304EC3E,Tornado TST-1800NT 1800W / Multi Color,الأجهزة المنزلية,مكاوي ملابس,Tornado,TST-1800NT,1800W | Multi Color,,,Multi Color,TST-1800NT,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-5B2A8DBB610335,MOD-6061383E58D648,Tornado TST-2400NC 2400W / Multi Color,الأجهزة المنزلية,مكاوي ملابس,Tornado,TST-2400NC,2400W | Multi Color,,,Multi Color,TST-2400NC,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3EDD7F80A4B5D8,MOD-9A7D8B807B74E7,Touch 40420 1600W / White / Blue,الأجهزة المنزلية,مكاوي ملابس,Touch,40420,1600W | White / Blue,,,White / Blue,40420,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6C400BE20CD33D,MOD-4F3AF7712D6CF7,Ultra UI15RWE1 1500W / Red,الأجهزة المنزلية,مكاوي ملابس,Ultra,UI15RWE1,1500W | Red,,,Red,UI15RWE1,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-A8527DE3649583,MOD-6395BF96D36AC3,Beko BICT122XN 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Beko,BICT122XN,1.5HP | White,,,White,BICT122XN,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-850D5E26D10A32,MOD-6395BF96D36AC3,Beko BICT122XN Split | 1.5 HP | Inverter | White,الأجهزة المنزلية,مكيفات هواء,Beko,BICT122XN,Split | 1.5 HP | Inverter | White,,,White,BICT122XN,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4B76F765B77BEC,MOD-84C29BED1910BB,Carrier 38KHCT12 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Carrier,38KHCT12,1.5HP | White,,,White,38KHCT12,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-99013134BBFDE9,MOD-84C29BED1910BB,Carrier 38KHCT12 Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Carrier,38KHCT12,Split | 1.5 HP | White,,,White,38KHCT12,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-48EBD24EEBD071,MOD-FA51DC985A897B,Carrier 53KHCT12 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Carrier,53KHCT12,1.5HP | White,,,White,53KHCT12,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-40ACE8F8827618,MOD-FA51DC985A897B,Carrier 53KHCT12 Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Carrier,53KHCT12,Split | 1.5 HP | White,,,White,53KHCT12,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-D2C4FF3C92A94B,MOD-2A3FE2B00272E8,Carrier 53KHCT18N-708 2.25HP / White,الأجهزة المنزلية,مكيفات هواء,Carrier,53KHCT18N-708,2.25HP | White,,,White,53KHCT18N-708,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6211EB932B0624,MOD-2A3FE2B00272E8,Carrier 53KHCT18N-708 Split | 2.25 HP | White,الأجهزة المنزلية,مكيفات هواء,Carrier,53KHCT18N-708,Split | 2.25 HP | White,,,White,53KHCT18N-708,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-B01DEA3D1F5CC1,MOD-488877F32F9688,Carrier 53KHCT24N-708 3HP / White,الأجهزة المنزلية,مكيفات هواء,Carrier,53KHCT24N-708,3HP | White,,,White,53KHCT24N-708,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3AA6AB3609631C,MOD-488877F32F9688,Carrier 53KHCT24N-708 Split | 3 HP | White,الأجهزة المنزلية,مكيفات هواء,Carrier,53KHCT24N-708,Split | 3 HP | White,,,White,53KHCT24N-708,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-674A27B2EED4B5,MOD-C7307AD77AC3E3,Carrier KHEFT12N 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Carrier,KHEFT12N,1.5HP | White,,,White,KHEFT12N,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6097E69B669B30,MOD-C7307AD77AC3E3,Carrier KHEFT12N Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Carrier,KHEFT12N,Split | 1.5 HP | White,,,White,KHEFT12N,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4349982296BF8F,MOD-18A891196F64CE,Fresh 500020210 White,الأجهزة المنزلية,مكيفات هواء,Fresh,500020210,White,,,White,500020210,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-E43E73DF02F46E,MOD-AD952BD028D6A0,Fresh AG-R32 Split | 1.25 HP | White,الأجهزة المنزلية,مكيفات هواء,Fresh,AG-R32,Split | 1.25 HP | White,,,White,AG-R32,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-836C7F02A70F9F,MOD-0AD264F6357012,Fresh FUF12CO32 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Fresh,FUF12CO32,1.5HP | White,,,White,FUF12CO32,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-762C1F68089852,MOD-0AD264F6357012,Fresh FUF12CO32 Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Fresh,FUF12CO32,Split | 1.5 HP | White,,,White,FUF12CO32,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-BDA81CB3069BE6,MOD-24B140DE50D719,Fresh FUFW09C/IW AG-R32 1.25HP / White,الأجهزة المنزلية,مكيفات هواء,Fresh,FUFW09C/IW AG-R32,1.25HP | White,,,White,FUFW09C/IW AG-R32,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-AE87CF43FDCA55,MOD-AD49DA60CD80E7,Fresh FUFW12C/IW-AG 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Fresh,FUFW12C/IW-AG,1.5HP | White,,,White,FUFW12C/IW-AG,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CC9E55AC2B777B,MOD-AD49DA60CD80E7,Fresh FUFW12C/IW-AG Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Fresh,FUFW12C/IW-AG,Split | 1.5 HP | White,,,White,FUFW12C/IW-AG,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-48AB7782667606,MOD-BCC0481F773FEC,Fresh PAC9K-PBWA Portable | White,الأجهزة المنزلية,مكيفات هواء,Fresh,PAC9K-PBWA,Portable | White,,,White,PAC9K-PBWA,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CAD81F18592A81,MOD-D45E6DF5C7AF0C,Fresh SIFW13C-IP Split | 1.5 HP | Inverter | White,الأجهزة المنزلية,مكيفات هواء,Fresh,SIFW13C-IP,Split | 1.5 HP | Inverter | White,,,White,SIFW13C-IP,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-E1EA541A92D12B,MOD-E03A9CE167611D,Fresh SIFW13C-IP Split Air Conditioner 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Fresh,SIFW13C-IP Split Air Conditioner,1.5HP | White,,,White,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3C211FE2058D47,MOD-238B8E4DAA7F69,Haier HSU-12KCRIC 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Haier,HSU-12KCRIC,1.5HP | White,,,White,HSU-12KCRIC,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-683484735E33BF,MOD-238B8E4DAA7F69,Haier HSU-12KCRIC Split | 1.5 HP | Inverter | White,الأجهزة المنزلية,مكيفات هواء,Haier,HSU-12KCRIC,Split | 1.5 HP | Inverter | White,,,White,HSU-12KCRIC,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-EAF4AC975B8004,MOD-87E6060BA33A06,Midea M1SEFT-12CRN8F-Q8 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Midea,M1SEFT-12CRN8F-Q8,1.5HP | White,,,White,M1SEFT-12CRN8F-Q8,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-883474418BB3B8,MOD-87E6060BA33A06,Midea M1SEFT-12CRN8F-Q8 Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Midea,M1SEFT-12CRN8F-Q8,Split | 1.5 HP | White,,,White,M1SEFT-12CRN8F-Q8,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-03BA6603322D73,MOD-D18E0D4283714E,Midea M1SEFT-18CRN8F-Q8 2.25HP / White,الأجهزة المنزلية,مكيفات هواء,Midea,M1SEFT-18CRN8F-Q8,2.25HP | White,,,White,M1SEFT-18CRN8F-Q8,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-32E284FEB086CF,MOD-D18E0D4283714E,Midea M1SEFT-18CRN8F-Q8 Split | 2.25 HP | White,الأجهزة المنزلية,مكيفات هواء,Midea,M1SEFT-18CRN8F-Q8,Split | 2.25 HP | White,,,White,M1SEFT-18CRN8F-Q8,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-D8A2E849011930,MOD-7A85EB8744F509,Midea Mission Pro Split Air Conditioner 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Midea,Mission Pro Split Air Conditioner,1.5HP | White,,,White,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CF77192C2F0073,MOD-72C8063C79742B,Midea MSCT-12CR 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Midea,MSCT-12CR,1.5HP | White,,,White,MSCT-12CR,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F5DA1B33A7DC58,MOD-72C8063C79742B,Midea MSCT-12CR Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Midea,MSCT-12CR,Split | 1.5 HP | White,,,White,MSCT-12CR,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-179CF59795B2F2,MOD-2EFDABF386D35D,Midea MSCT18CRN 2.25HP / White,الأجهزة المنزلية,مكيفات هواء,Midea,MSCT18CRN,2.25HP | White,,,White,MSCT18CRN,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-253B390E4CA1DD,MOD-2EFDABF386D35D,Midea MSCT18CRN Split | 2.25 HP | White,الأجهزة المنزلية,مكيفات هواء,Midea,MSCT18CRN,Split | 2.25 HP | White,,,White,MSCT18CRN,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-4D89223FAD3324,MOD-2153ADE962DF5F,Sharp AH-A12ZSE 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Sharp,AH-A12ZSE,1.5HP | White,,,White,AH-A12ZSE,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-3000C37ADA18B5,MOD-2153ADE962DF5F,Sharp AH-A12ZSE Split | 1.5 HP | White,الأجهزة المنزلية,مكيفات هواء,Sharp,AH-A12ZSE,Split | 1.5 HP | White,,,White,AH-A12ZSE,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F8B5837BF27EC5,MOD-79357C35951FA1,Unionaire Artify Smart Split Air Conditioner 2.25HP / White,الأجهزة المنزلية,مكيفات هواء,Unionaire,Artify Smart Split Air Conditioner,2.25HP | White,,,White,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-9A09CF49C5853B,MOD-97F21BAA0B9219,Unionaire INV-ARTO012 1.5HP / White,الأجهزة المنزلية,مكيفات هواء,Unionaire,INV-ARTO012,1.5HP | White,,,White,INV-ARTO012,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-0DF4A5A99B63CD,MOD-97F21BAA0B9219,Unionaire INV-ARTO012 Split | 1.5 HP | Inverter | White,الأجهزة المنزلية,مكيفات هواء,Unionaire,INV-ARTO012,Split | 1.5 HP | Inverter | White,,,White,INV-ARTO012,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-23A28A4F5D6C39,MOD-9F6B6B7C7E94C8,Beko MOC20100BFB 20 L | 700 W | Black | 20L,الأجهزة المنزلية,ميكروويف,Beko,MOC20100BFB,20 L | 700 W | Black,,,Black,MOC20100BFB,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-530AB2F080BB4E,MOD-F97121B2BBAD71,Fresh FMW-20MC-SM 20 L | 700 W | Silver | 20L,الأجهزة المنزلية,ميكروويف,Fresh,FMW-20MC-SM,20 L | 700 W | Silver,,,Silver,FMW-20MC-SM,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-B4382BA3141A7F,MOD-AC2FAF369B947A,Fresh FMW-25KC-BW 25 L | 850 W | Black | 25L,الأجهزة المنزلية,ميكروويف,Fresh,FMW-25KC-BW,25 L | 850 W | Black,,,Black,FMW-25KC-BW,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-15645F5C95908C,MOD-B6A65FBCB23FFB,Fresh FMW-25KCG-SW-500020540 25 L | 850 W | Silver | 25L,الأجهزة المنزلية,ميكروويف,Fresh,FMW-25KCG-SW-500020540,25 L | 850 W | Silver,,,Silver,FMW-25KCG-SW-500020540,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-62D697BDEED354,MOD-93CEEFCA71F37D,Fresh FMW-25MC-BW 25 L | 850 W | Silver | 25L,الأجهزة المنزلية,ميكروويف,Fresh,FMW-25MC-BW,25 L | 850 W | Silver,,,Silver,FMW-25MC-BW,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-0DE710AF24A4D7,MOD-61B01936BF8F7F,Fresh FMW-25MC-SW 25 L | 850 W | Silver | 25L,الأجهزة المنزلية,ميكروويف,Fresh,FMW-25MC-SW,25 L | 850 W | Silver,,,Silver,FMW-25MC-SW,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-6B095A149E961E,MOD-10579901F3EC3A,Fresh FMW-36KCG-B 36 L | 1000 W | Black | 36L,الأجهزة المنزلية,ميكروويف,Fresh,FMW-36KCG-B,36 L | 1000 W | Black,,,Black,FMW-36KCG-B,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-047C8B5743BC62,MOD-5C6AA760D61948,JAC MW20-JA11A 20 L | 1200 W | Black | 20L,الأجهزة المنزلية,ميكروويف,JAC,MW20-JA11A,20 L | 1200 W | Black,,,Black,MW20-JA11A,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-2F35F8E2D853F8,MOD-E2164F6C6C143E,LG MH8265DIS 42 L | 1200 W | Black | 42L,الأجهزة المنزلية,ميكروويف,LG,MH8265DIS,42 L | 1200 W | Black,,,Black,MH8265DIS,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-675260CEBD4D63,MOD-E204C4A696EB49,LG MH8295CIS 42 L | 1200 W | Silver | 42L,الأجهزة المنزلية,ميكروويف,LG,MH8295CIS,42 L | 1200 W | Silver,,,Silver,MH8295CIS,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-1EF8584CF1CBBD,MOD-24E3C34B2A30FF,LG MH8295DIS 42 L | 1200 W | Silver | 42L,الأجهزة المنزلية,ميكروويف,LG,MH8295DIS,42 L | 1200 W | Silver,,,Silver,MH8295DIS,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-D417F0C4624FF5,MOD-F5C96B46456EFF,Midea AM9P022VB 25 L | 900 W | Black | 25L,الأجهزة المنزلية,ميكروويف,Midea,AM9P022VB,25 L | 900 W | Black,,,Black,AM9P022VB,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-F7FEFDC0A24BE5,MOD-CE01128BA77D10,Samsung MG32DG4524AGGY 32 L | Black | 32L,الأجهزة المنزلية,ميكروويف,Samsung,MG32DG4524AGGY,32 L | Black,,,Black,MG32DG4524AGGY,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-8D86C6826FAE0D,MOD-4EE3424BC5534B,Samsung MG40DG5525AGSG 40 L | 1500 W | Black | 40L,الأجهزة المنزلية,ميكروويف,Samsung,MG40DG5525AGSG,40 L | 1500 W | Black,,,Black,MG40DG5525AGSG,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-85FAF9485E5E88,MOD-C81F2CB107E9BE,Sharp R-75MT 25 L | 1000 W | Silver | 25L,الأجهزة المنزلية,ميكروويف,Sharp,R-75MT,25 L | 1000 W | Silver,,,Silver,R-75MT,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-C60A50130CD545,MOD-BDFE486A8EEDF7,Sharp R-77AT-ST 34 L | 1100 W | Silver | 34L,الأجهزة المنزلية,ميكروويف,Sharp,R-77AT-ST,34 L | 1100 W | Silver,,,Silver,R-77AT-ST,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-690DE6BA200EE8,MOD-FE0D9150650B9B,Chicco Next2Me Side-sleeping crib | من الولادة حتى 6 أشهر / 9 كجم | Silver,الأطفال والأمومة,أسرة ومفروشات أطفال,Chicco,Next2Me,Side-sleeping crib,,,Silver,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-C8646E83D32FE7,MOD-5F551F0F3C9558,Graco Myavo Travel System Quick-folding stroller + infant car seat | Midnight Black,الأطفال والأمومة,أنظمة سفر للرضع,Graco,Myavo Travel System,Quick-folding stroller + infant car seat,,,Midnight Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-E9C6A8D1EC53F1,MOD-9DE8538F435B38,Joie Litetrax 4 Travel System Stroller + infant carrier | 0–6 سنوات وفق تصنيف المتجر | Black,الأطفال والأمومة,أنظمة سفر للرضع,Joie,Litetrax 4 Travel System,Stroller + infant carrier,,,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-E02F86B14D1524,MOD-5F03D3D41133B5,Joie Muze LX Travel System Stroller + infant carrier | Thunder Grey,الأطفال والأمومة,أنظمة سفر للرضع,Joie,Muze LX Travel System,Stroller + infant carrier,,,Thunder Grey,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-52BFBF11B52027,MOD-E09B1E13C22D5D,Joie Muze Travel System Stroller + infant carrier | 0–3 سنوات | Black,الأطفال والأمومة,أنظمة سفر للرضع,Joie,Muze Travel System,Stroller + infant carrier,,,Black,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-8704CE6245B86D,MOD-043E42A6275E15,Chicco Natural Feeling Bottle Plastic / 250ml | 250 مل,الأطفال والأمومة,ببرونات وحلمات رضاعة,Chicco,Natural Feeling Bottle,Plastic / 250ml,,,,,8058664153664,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-A2FC7F7D857A4D,MOD-043E42A6275E15,Chicco Natural Feeling Bottle Plastic / free flow | 150 مل / 0+ شهر,الأطفال والأمومة,ببرونات وحلمات رضاعة,Chicco,Natural Feeling Bottle,Plastic / free flow,,,,,8058664153657,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-EBA8E25E4F4ABD,MOD-043E42A6275E15,Chicco Natural Feeling Bottle Slow Flow | 150 مل / 0+ شهر,الأطفال والأمومة,ببرونات وحلمات رضاعة,Chicco,Natural Feeling Bottle,Slow Flow,,,,,8058664153619,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-1285513A1FF1B6,MOD-9B744D972C0513,Chicco Natural Feeling Glass Bottle Glass / 150ml | 150 مل / حديث الولادة,الأطفال والأمومة,ببرونات وحلمات رضاعة,Chicco,Natural Feeling Glass Bottle,Glass / 150ml,,,,,8058664153459,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CC6B91DA32E041,MOD-9B744D972C0513,Chicco Natural Feeling Glass Bottle Glass / 250ml | 250 مل,الأطفال والأمومة,ببرونات وحلمات رضاعة,Chicco,Natural Feeling Glass Bottle,Glass / 250ml,,,,,8058664153466,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-CF0FE7437E8081,MOD-5A4B6D060905D3,Philips Avent Anti-Colic Bottle Integrated anti-colic valve | 330 مل,الأطفال والأمومة,ببرونات وحلمات رضاعة,Philips Avent,Anti-Colic Bottle,Integrated anti-colic valve,,,,,8710103868743,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-99D558AF74FF45,MOD-3B72AFB798C63E,Philips Avent Natural Glass Bottle Glass | 240 مل,الأطفال والأمومة,ببرونات وحلمات رضاعة,Philips Avent,Natural Glass Bottle,Glass,,,,,8710103576631,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-C246024014273C,MOD-56E7F46D2DB600,Philips Avent Natural Response 125ml 2-piece pack | 125 مل / من الولادة,الأطفال والأمومة,ببرونات وحلمات رضاعة,Philips Avent,Natural Response 125ml,2-piece pack,,,,,8720689011648,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-B9698095E53FC9,MOD-3B6D803E0171D0,Philips Avent Natural Response 260ml 3-piece pack | 260 مل / 1+ شهر,الأطفال والأمومة,ببرونات وحلمات رضاعة,Philips Avent,Natural Response 260ml,3-piece pack,,,,,8720689012355,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-07F7885AF91A96,MOD-8A390762EDC9CD,Philips Avent Natural Response 330ml 2-piece pack | 330 مل / 6+ أشهر,الأطفال والأمومة,ببرونات وحلمات رضاعة,Philips Avent,Natural Response 330ml,2-piece pack,,,,,8720689011990,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-12DF1F94885C92,MOD-2298D505BD0ACC,Philips Avent SCY906/01 PP bottle / 330ml | 330 مل,الأطفال والأمومة,ببرونات وحلمات رضاعة,Philips Avent,SCY906/01,PP bottle / 330ml,,,,,8720689011945,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-51EE56EF566A36,MOD-A86E7612887034,Chicco Classic Breast Pump Manual,الأطفال والأمومة,شفاطات حليب,Chicco,Classic Breast Pump,Manual,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-562103844681CA,MOD-D5331DF25E4FAE,Chicco Natural Feeling Bottle with Breast Pump Manual pump + bottle,الأطفال والأمومة,شفاطات حليب,Chicco,Natural Feeling Bottle with Breast Pump,Manual pump + bottle,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
VAR-FA84191CD9CB2F,MOD-FBC4426BB788C0,Granzia Monza Feed X2 Double electric breast pump,الأطفال والأمومة,شفاطات حليب,Granzia,Monza Feed X2,Double electric breast pump,,,,,,,mapped,2026-07-30T00:00:00,2026-07-30T00:00:00
